,location,variable,value,sample_class,sample,value_h,time
0,1,B.1.1.7,0.0187695925663998,flongle,flongle_31584,0.019821095084332,15h
1,1,B.1.1.7,0.0187695925663998,flongle,flongle_31584,0.0190160055021202,10h
2,1,B.1.1.7,0.0187695925663998,flongle,flongle_31584,0.0140643786441087,5h
3,10,B.1.1.7,0.0028624569525902,flongle,flongle_31584,0.0018325552444916,15h
4,10,B.1.1.7,0.0028624569525902,flongle,flongle_31584,0.0001036907038924,10h
5,10,B.1.1.7,0.0028624569525902,flongle,flongle_31584,0.0002651492836755,5h
6,11,B.1.1.7,0.0040539154377192,flongle,flongle_31584,0.0055121944818398,15h
7,11,B.1.1.7,0.0040539154377192,flongle,flongle_31584,0.0049433589311116,10h
8,11,B.1.1.7,0.0040539154377192,flongle,flongle_31584,0.0073039182014979,5h
9,12,B.1.1.7,0.0078035457810289,flongle,flongle_31584,0.0080823023310137,15h
10,12,B.1.1.7,0.0078035457810289,flongle,flongle_31584,0.0082004967626377,10h
11,12,B.1.1.7,0.0078035457810289,flongle,flongle_31584,0.0122332831459982,5h
12,2,B.1.1.7,0.0301000655451029,flongle,flongle_31584,0.0291633452784112,15h
13,2,B.1.1.7,0.0301000655451029,flongle,flongle_31584,0.0301209545107074,10h
14,2,B.1.1.7,0.0301000655451029,flongle,flongle_31584,0.0348731524765176,5h
15,3,B.1.1.7,0.0192332375461881,flongle,flongle_31584,0.0201395280091881,15h
16,3,B.1.1.7,0.0192332375461881,flongle,flongle_31584,0.0214264135584179,10h
17,3,B.1.1.7,0.0192332375461881,flongle,flongle_31584,0.020409485153658,5h
18,4,B.1.1.7,0.0178190420870508,flongle,flongle_31584,0.0195083990658833,15h
19,4,B.1.1.7,0.0178190420870508,flongle,flongle_31584,0.0184467539170487,10h
20,4,B.1.1.7,0.0178190420870508,flongle,flongle_31584,0.0175577788516314,5h
21,5,B.1.1.7,0.0170568276971352,flongle,flongle_31584,0.0178854160978174,15h
22,5,B.1.1.7,0.0170568276971352,flongle,flongle_31584,0.0186380258125962,10h
23,5,B.1.1.7,0.0170568276971352,flongle,flongle_31584,0.0123779912067335,5h
24,6,B.1.1.7,0.0242629541318014,flongle,flongle_31584,0.0224382681026675,15h
25,6,B.1.1.7,0.0242629541318014,flongle,flongle_31584,0.0228357569767894,10h
26,6,B.1.1.7,0.0242629541318014,flongle,flongle_31584,0.0136217911524427,5h
27,7,B.1.1.7,0.0038225281502494,flongle,flongle_31584,0.0041398919164428,15h
28,7,B.1.1.7,0.0038225281502494,flongle,flongle_31584,0.0048443209794527,10h
29,7,B.1.1.7,0.0038225281502494,flongle,flongle_31584,0.0052947262468309,5h
30,8,B.1.1.7,0.0116839980203577,flongle,flongle_31584,0.0119766445840842,15h
31,8,B.1.1.7,0.0116839980203577,flongle,flongle_31584,0.0094995862173138,10h
32,8,B.1.1.7,0.0116839980203577,flongle,flongle_31584,0.0020620201147956,5h
33,9,B.1.1.7,0.0007500176202685,flongle,flongle_31584,0.0007911080958648,15h
34,9,B.1.1.7,0.0007500176202685,flongle,flongle_31584,0.0016356199600602,10h
35,9,B.1.1.7,0.0007500176202685,flongle,flongle_31584,0.0010107556436492,5h
36,1,B.1.351,0.0130836505113638,flongle,flongle_31584,0.0115578237410349,15h
37,1,B.1.351,0.0130836505113638,flongle,flongle_31584,0.0114677053053409,10h
38,1,B.1.351,0.0130836505113638,flongle,flongle_31584,0.010496195292241,5h
39,10,B.1.351,0.0099737128362512,flongle,flongle_31584,0.0113876971072693,15h
40,10,B.1.351,0.0099737128362512,flongle,flongle_31584,0.0105828316610675,10h
41,10,B.1.351,0.0099737128362512,flongle,flongle_31584,0.0155477521452928,5h
42,11,B.1.351,0.0038952910867231,flongle,flongle_31584,0.0037734578222792,15h
43,11,B.1.351,0.0038952910867231,flongle,flongle_31584,7.959428901494184e-11,10h
44,11,B.1.351,0.0038952910867231,flongle,flongle_31584,5.074188846077279e-09,5h
45,12,B.1.351,0.0024267207173251,flongle,flongle_31584,0.0025667112089793,15h
46,12,B.1.351,0.0024267207173251,flongle,flongle_31584,0.0015130916491979,10h
47,12,B.1.351,0.0024267207173251,flongle,flongle_31584,0.0040068749647469,5h
48,2,B.1.351,0.0120957379980589,flongle,flongle_31584,0.0078779525338973,15h
49,2,B.1.351,0.0120957379980589,flongle,flongle_31584,0.0021502096181367,10h
50,2,B.1.351,0.0120957379980589,flongle,flongle_31584,0.0037619547888273,5h
51,3,B.1.351,8.959137655889019e-09,flongle,flongle_31584,1.1268535920926473e-08,15h
52,3,B.1.351,8.959137655889019e-09,flongle,flongle_31584,1.9096149589214266e-15,10h
53,3,B.1.351,8.959137655889019e-09,flongle,flongle_31584,1.642723073020748e-14,5h
54,4,B.1.351,1.343446883970139e-09,flongle,flongle_31584,2.9720183597237253e-08,15h
55,4,B.1.351,1.343446883970139e-09,flongle,flongle_31584,1.6710455910940486e-08,10h
56,4,B.1.351,1.343446883970139e-09,flongle,flongle_31584,8.462602272877558e-13,5h
57,5,B.1.351,0.0150491170256201,flongle,flongle_31584,0.0125132998506493,15h
58,5,B.1.351,0.0150491170256201,flongle,flongle_31584,0.010499675159126,10h
59,5,B.1.351,0.0150491170256201,flongle,flongle_31584,0.003566303598112,5h
60,6,B.1.351,2.935028115833689e-08,flongle,flongle_31584,8.191732081831418e-09,15h
61,6,B.1.351,2.935028115833689e-08,flongle,flongle_31584,7.463298319555253e-11,10h
62,6,B.1.351,2.935028115833689e-08,flongle,flongle_31584,2.2665144931260795e-09,5h
63,7,B.1.351,7.794537553494582e-15,flongle,flongle_31584,3.552497635151244e-08,15h
64,7,B.1.351,7.794537553494582e-15,flongle,flongle_31584,1.211374546329368e-07,10h
65,7,B.1.351,7.794537553494582e-15,flongle,flongle_31584,4.463505326026513e-07,5h
66,8,B.1.351,4.017885238799842e-13,flongle,flongle_31584,2.7889198279752647e-10,15h
67,8,B.1.351,4.017885238799842e-13,flongle,flongle_31584,1.848967395268929e-09,10h
68,8,B.1.351,4.017885238799842e-13,flongle,flongle_31584,5.7269144515449024e-08,5h
69,9,B.1.351,1.3748942688389345e-08,flongle,flongle_31584,9.046985424174578e-13,15h
70,9,B.1.351,1.3748942688389345e-08,flongle,flongle_31584,1.5041554551469997e-07,10h
71,9,B.1.351,1.3748942688389345e-08,flongle,flongle_31584,7.431049349086426e-19,5h
72,1,B.1.617.1,0.0025150371554345,flongle,flongle_31584,0.0020874417161404,15h
73,1,B.1.617.1,0.0025150371554345,flongle,flongle_31584,0.0001003675264714,10h
74,1,B.1.617.1,0.0025150371554345,flongle,flongle_31584,0.0058053541976752,5h
75,10,B.1.617.1,3.90152113431073e-13,flongle,flongle_31584,1.0110925154816152e-14,15h
76,10,B.1.617.1,3.90152113431073e-13,flongle,flongle_31584,2.899132712354242e-34,10h
77,10,B.1.617.1,3.90152113431073e-13,flongle,flongle_31584,7.163349902178185e-32,5h
78,11,B.1.617.1,3.977409158839729e-10,flongle,flongle_31584,1.1558153282269871e-14,15h
79,11,B.1.617.1,3.977409158839729e-10,flongle,flongle_31584,1.5615729901330575e-17,10h
80,11,B.1.617.1,3.977409158839729e-10,flongle,flongle_31584,5.602480832249969e-17,5h
81,12,B.1.617.1,1.4338557557984366e-25,flongle,flongle_31584,6.596750588850534e-26,15h
82,12,B.1.617.1,1.4338557557984366e-25,flongle,flongle_31584,2.0282269552425296e-19,10h
83,12,B.1.617.1,1.4338557557984366e-25,flongle,flongle_31584,4.5348840436111504e-23,5h
84,2,B.1.617.1,1.3677087374539644e-12,flongle,flongle_31584,3.271706851524128e-13,15h
85,2,B.1.617.1,1.3677087374539644e-12,flongle,flongle_31584,2.9980494712083078e-19,10h
86,2,B.1.617.1,1.3677087374539644e-12,flongle,flongle_31584,1.2182806982965801e-21,5h
87,3,B.1.617.1,2.864975865095955e-12,flongle,flongle_31584,2.376339316809531e-13,15h
88,3,B.1.617.1,2.864975865095955e-12,flongle,flongle_31584,5.881304417448362e-11,10h
89,3,B.1.617.1,2.864975865095955e-12,flongle,flongle_31584,7.925890344035515e-17,5h
90,4,B.1.617.1,0.018147039588876,flongle,flongle_31584,0.0191545340080652,15h
91,4,B.1.617.1,0.018147039588876,flongle,flongle_31584,0.0122186787448959,10h
92,4,B.1.617.1,0.018147039588876,flongle,flongle_31584,0.0193821215422794,5h
93,5,B.1.617.1,4.154884513554229e-11,flongle,flongle_31584,1.5149906486751835e-11,15h
94,5,B.1.617.1,4.154884513554229e-11,flongle,flongle_31584,4.4497571521196254e-10,10h
95,5,B.1.617.1,4.154884513554229e-11,flongle,flongle_31584,4.8431872074535e-14,5h
96,6,B.1.617.1,1.3337290325872076e-22,flongle,flongle_31584,1.3355815694281172e-19,15h
97,6,B.1.617.1,1.3337290325872076e-22,flongle,flongle_31584,5.345143388597101e-23,10h
98,6,B.1.617.1,1.3337290325872076e-22,flongle,flongle_31584,5.883735857084811e-14,5h
99,7,B.1.617.1,0.0012380134243226,flongle,flongle_31584,0.004047538718876,15h
100,7,B.1.617.1,0.0012380134243226,flongle,flongle_31584,0.004994829811703,10h
101,7,B.1.617.1,0.0012380134243226,flongle,flongle_31584,4.3869437953382674e-29,5h
102,8,B.1.617.1,0.0314638749499429,flongle,flongle_31584,0.0354136317011777,15h
103,8,B.1.617.1,0.0314638749499429,flongle,flongle_31584,0.0161465740320954,10h
104,8,B.1.617.1,0.0314638749499429,flongle,flongle_31584,0.013395443817902,5h
105,9,B.1.617.1,9.762449515259285e-16,flongle,flongle_31584,4.697829088076509e-20,15h
106,9,B.1.617.1,9.762449515259285e-16,flongle,flongle_31584,1.6566637022011094e-19,10h
107,9,B.1.617.1,9.762449515259285e-16,flongle,flongle_31584,2.4042487162907733e-17,5h
108,1,B.1.617.2,0.0120279412174657,flongle,flongle_31584,0.014056255815238,15h
109,1,B.1.617.2,0.0120279412174657,flongle,flongle_31584,0.0140199632372392,10h
110,1,B.1.617.2,0.0120279412174657,flongle,flongle_31584,0.0041774323208405,5h
111,10,B.1.617.2,0.8318063926434638,flongle,flongle_31584,0.8320727615691427,15h
112,10,B.1.617.2,0.8318063926434638,flongle,flongle_31584,0.8291189191283228,10h
113,10,B.1.617.2,0.8318063926434638,flongle,flongle_31584,0.8137468970431795,5h
114,11,B.1.617.2,0.8650907263959063,flongle,flongle_31584,0.8656084533199383,15h
115,11,B.1.617.2,0.8650907263959063,flongle,flongle_31584,0.8686874736546726,10h
116,11,B.1.617.2,0.8650907263959063,flongle,flongle_31584,0.8655153859807017,5h
117,12,B.1.617.2,0.8293686841264012,flongle,flongle_31584,0.827376018062795,15h
118,12,B.1.617.2,0.8293686841264012,flongle,flongle_31584,0.8165934452875094,10h
119,12,B.1.617.2,0.8293686841264012,flongle,flongle_31584,0.8082957895642033,5h
120,2,B.1.617.2,0.3417161067905598,flongle,flongle_31584,0.345386547112182,15h
121,2,B.1.617.2,0.3417161067905598,flongle,flongle_31584,0.3487347426284659,10h
122,2,B.1.617.2,0.3417161067905598,flongle,flongle_31584,0.3504825740568866,5h
123,3,B.1.617.2,0.4397651060173029,flongle,flongle_31584,0.4243895063483319,15h
124,3,B.1.617.2,0.4397651060173029,flongle,flongle_31584,0.4172852773480324,10h
125,3,B.1.617.2,0.4397651060173029,flongle,flongle_31584,0.4239661979911542,5h
126,4,B.1.617.2,0.6366576206896382,flongle,flongle_31584,0.6410276444028422,15h
127,4,B.1.617.2,0.6366576206896382,flongle,flongle_31584,0.6256722224656314,10h
128,4,B.1.617.2,0.6366576206896382,flongle,flongle_31584,0.6175302885341334,5h
129,5,B.1.617.2,0.7035460196470958,flongle,flongle_31584,0.7071030611458654,15h
130,5,B.1.617.2,0.7035460196470958,flongle,flongle_31584,0.6930523381935224,10h
131,5,B.1.617.2,0.7035460196470958,flongle,flongle_31584,0.6825128795880894,5h
132,6,B.1.617.2,0.7542955779623304,flongle,flongle_31584,0.7586280442658881,15h
133,6,B.1.617.2,0.7542955779623304,flongle,flongle_31584,0.7455587565740371,10h
134,6,B.1.617.2,0.7542955779623304,flongle,flongle_31584,0.7626378714791355,5h
135,7,B.1.617.2,0.7772278736126792,flongle,flongle_31584,0.7840200426103973,15h
136,7,B.1.617.2,0.7772278736126792,flongle,flongle_31584,0.7925074490589756,10h
137,7,B.1.617.2,0.7772278736126792,flongle,flongle_31584,0.783343985939685,5h
138,8,B.1.617.2,0.8315876221039415,flongle,flongle_31584,0.8274950526220203,15h
139,8,B.1.617.2,0.8315876221039415,flongle,flongle_31584,0.8353148221896928,10h
140,8,B.1.617.2,0.8315876221039415,flongle,flongle_31584,0.8243516140460401,5h
141,9,B.1.617.2,0.82021733545068,flongle,flongle_31584,0.8175996852704687,15h
142,9,B.1.617.2,0.82021733545068,flongle,flongle_31584,0.8270084886510695,10h
143,9,B.1.617.2,0.82021733545068,flongle,flongle_31584,0.831639134279173,5h
144,1,BA.1,0.8061615422874548,flongle,flongle_31584,0.8074907102130074,15h
145,1,BA.1,0.8061615422874548,flongle,flongle_31584,0.8064148602384525,10h
146,1,BA.1,0.8061615422874548,flongle,flongle_31584,0.8151073695944071,5h
147,10,BA.1,4.443564031308042e-17,flongle,flongle_31584,1.3210984650193614e-14,15h
148,10,BA.1,4.443564031308042e-17,flongle,flongle_31584,4.161428428251172e-21,10h
149,10,BA.1,4.443564031308042e-17,flongle,flongle_31584,2.584090383982003e-08,5h
150,11,BA.1,1.5406310480762472e-19,flongle,flongle_31584,1.2255815253633338e-12,15h
151,11,BA.1,1.5406310480762472e-19,flongle,flongle_31584,1.5654523830432084e-17,10h
152,11,BA.1,1.5406310480762472e-19,flongle,flongle_31584,5.481266581466606e-16,5h
153,12,BA.1,6.077230222434999e-16,flongle,flongle_31584,1.7475351083489232e-14,15h
154,12,BA.1,6.077230222434999e-16,flongle,flongle_31584,2.263968082971525e-16,10h
155,12,BA.1,6.077230222434999e-16,flongle,flongle_31584,8.120576540696585e-18,5h
156,2,BA.1,0.4478691899617065,flongle,flongle_31584,0.446747095307579,15h
157,2,BA.1,0.4478691899617065,flongle,flongle_31584,0.4412869731821167,10h
158,2,BA.1,0.4478691899617065,flongle,flongle_31584,0.45983548644213,5h
159,3,BA.1,0.3976340283356159,flongle,flongle_31584,0.3912964253072551,15h
160,3,BA.1,0.3976340283356159,flongle,flongle_31584,0.3930071764730656,10h
161,3,BA.1,0.3976340283356159,flongle,flongle_31584,0.3841664768060961,5h
162,4,BA.1,0.1083523087235235,flongle,flongle_31584,0.1060245213787185,15h
163,4,BA.1,0.1083523087235235,flongle,flongle_31584,0.1030853459889445,10h
164,4,BA.1,0.1083523087235235,flongle,flongle_31584,0.1082848735366704,5h
165,5,BA.1,0.1671722798567129,flongle,flongle_31584,0.1702984964628072,15h
166,5,BA.1,0.1671722798567129,flongle,flongle_31584,0.1717475322452329,10h
167,5,BA.1,0.1671722798567129,flongle,flongle_31584,0.178616617184557,5h
168,6,BA.1,0.073432639018162,flongle,flongle_31584,0.0762675598249193,15h
169,6,BA.1,0.073432639018162,flongle,flongle_31584,0.0741979581038721,10h
170,6,BA.1,0.073432639018162,flongle,flongle_31584,0.077749619712231,5h
171,7,BA.1,0.0162668723450909,flongle,flongle_31584,0.0182676352247045,15h
172,7,BA.1,0.0162668723450909,flongle,flongle_31584,0.0173733248436119,10h
173,7,BA.1,0.0162668723450909,flongle,flongle_31584,0.0132538722574857,5h
174,8,BA.1,4.114886275524279e-20,flongle,flongle_31584,3.6031173025311847e-19,15h
175,8,BA.1,4.114886275524279e-20,flongle,flongle_31584,1.4666133467567174e-17,10h
176,8,BA.1,4.114886275524279e-20,flongle,flongle_31584,1.0662033354795875e-16,5h
177,9,BA.1,1.472244795767235e-13,flongle,flongle_31584,3.69611804361746e-11,15h
178,9,BA.1,1.472244795767235e-13,flongle,flongle_31584,0.0024919039992287,10h
179,9,BA.1,1.472244795767235e-13,flongle,flongle_31584,0.0014702832867193,5h
180,1,BA.2,5.4918658764430596e-18,flongle,flongle_31584,2.178754505439826e-16,15h
181,1,BA.2,5.4918658764430596e-18,flongle,flongle_31584,6.020434850938834e-26,10h
182,1,BA.2,5.4918658764430596e-18,flongle,flongle_31584,1.4701947731895641e-16,5h
183,10,BA.2,7.69010983830006e-19,flongle,flongle_31584,7.131846090017905e-17,15h
184,10,BA.2,7.69010983830006e-19,flongle,flongle_31584,2.472858261303181e-26,10h
185,10,BA.2,7.69010983830006e-19,flongle,flongle_31584,8.976118419325391e-20,5h
186,11,BA.2,2.793824861726544e-18,flongle,flongle_31584,1.1518143568828882e-14,15h
187,11,BA.2,2.793824861726544e-18,flongle,flongle_31584,3.51776070096629e-18,10h
188,11,BA.2,2.793824861726544e-18,flongle,flongle_31584,5.916705703975922e-17,5h
189,12,BA.2,8.652994619071962e-23,flongle,flongle_31584,3.915454148061365e-24,15h
190,12,BA.2,8.652994619071962e-23,flongle,flongle_31584,9.41956959441469e-19,10h
191,12,BA.2,8.652994619071962e-23,flongle,flongle_31584,4.202476610384718e-22,5h
192,2,BA.2,2.3354761203190848e-24,flongle,flongle_31584,3.534521389597651e-24,15h
193,2,BA.2,2.3354761203190848e-24,flongle,flongle_31584,2.3923231774571958e-26,10h
194,2,BA.2,2.3354761203190848e-24,flongle,flongle_31584,5.032089818314679e-18,5h
195,3,BA.2,5.364301740628428e-20,flongle,flongle_31584,8.894173935347994e-21,15h
196,3,BA.2,5.364301740628428e-20,flongle,flongle_31584,2.396297030647931e-22,10h
197,3,BA.2,5.364301740628428e-20,flongle,flongle_31584,2.3311098249644534e-17,5h
198,4,BA.2,1.1638374506018227e-20,flongle,flongle_31584,3.3899155601355203e-25,15h
199,4,BA.2,1.1638374506018227e-20,flongle,flongle_31584,2.8510532939378004e-21,10h
200,4,BA.2,1.1638374506018227e-20,flongle,flongle_31584,2.84940348824467e-23,5h
201,5,BA.2,2.9832134693178914e-20,flongle,flongle_31584,1.1460663504949441e-18,15h
202,5,BA.2,2.9832134693178914e-20,flongle,flongle_31584,1.7495847861556882e-18,10h
203,5,BA.2,2.9832134693178914e-20,flongle,flongle_31584,3.204849498914387e-20,5h
204,6,BA.2,7.120322497648422e-18,flongle,flongle_31584,4.0212917911837756e-18,15h
205,6,BA.2,7.120322497648422e-18,flongle,flongle_31584,1.0315763371829568e-19,10h
206,6,BA.2,7.120322497648422e-18,flongle,flongle_31584,2.1919199389766614e-16,5h
207,7,BA.2,1.108586454223167e-18,flongle,flongle_31584,4.0604858966236124e-16,15h
208,7,BA.2,1.108586454223167e-18,flongle,flongle_31584,7.559449289221309e-16,10h
209,7,BA.2,1.108586454223167e-18,flongle,flongle_31584,8.948546085304551e-31,5h
210,8,BA.2,2.1046095466080754e-25,flongle,flongle_31584,2.255129703404483e-23,15h
211,8,BA.2,2.1046095466080754e-25,flongle,flongle_31584,3.101481775163898e-21,10h
212,8,BA.2,2.1046095466080754e-25,flongle,flongle_31584,4.977727378496061e-16,5h
213,9,BA.2,1.151938960409357e-15,flongle,flongle_31584,6.276695791960138e-16,15h
214,9,BA.2,1.151938960409357e-15,flongle,flongle_31584,4.979608533245094e-18,10h
215,9,BA.2,1.151938960409357e-15,flongle,flongle_31584,4.030692979127934e-19,5h
216,1,BA.2.12.1,8.178371206425618e-18,flongle,flongle_31584,5.915606220831248e-16,15h
217,1,BA.2.12.1,8.178371206425618e-18,flongle,flongle_31584,3.127979837406205e-26,10h
218,1,BA.2.12.1,8.178371206425618e-18,flongle,flongle_31584,1.281741153666671e-16,5h
219,10,BA.2.12.1,4.498943998889932e-19,flongle,flongle_31584,6.106051230886072e-17,15h
220,10,BA.2.12.1,4.498943998889932e-19,flongle,flongle_31584,1.4229981641320272e-26,10h
221,10,BA.2.12.1,4.498943998889932e-19,flongle,flongle_31584,5.284934098913259e-19,5h
222,11,BA.2.12.1,3.510378700526116e-18,flongle,flongle_31584,1.85530695986863e-14,15h
223,11,BA.2.12.1,3.510378700526116e-18,flongle,flongle_31584,2.9119081209215198e-18,10h
224,11,BA.2.12.1,3.510378700526116e-18,flongle,flongle_31584,4.678578783256817e-17,5h
225,12,BA.2.12.1,2.794760264708307e-23,flongle,flongle_31584,9.399478382376566e-25,15h
226,12,BA.2.12.1,2.794760264708307e-23,flongle,flongle_31584,4.3103445102781763e-19,10h
227,12,BA.2.12.1,2.794760264708307e-23,flongle,flongle_31584,1.4550173825748503e-22,5h
228,2,BA.2.12.1,6.202256649145125e-24,flongle,flongle_31584,1.4038705249897338e-23,15h
229,2,BA.2.12.1,6.202256649145125e-24,flongle,flongle_31584,1.0135797338628198e-24,10h
230,2,BA.2.12.1,6.202256649145125e-24,flongle,flongle_31584,6.045719316246465e-18,5h
231,3,BA.2.12.1,5.322988090062044e-19,flongle,flongle_31584,9.577755292025192e-20,15h
232,3,BA.2.12.1,5.322988090062044e-19,flongle,flongle_31584,1.9942571679993908e-21,10h
233,3,BA.2.12.1,5.322988090062044e-19,flongle,flongle_31584,1.2188189479884818e-16,5h
234,4,BA.2.12.1,3.402592060462823e-22,flongle,flongle_31584,2.828668026834888e-23,15h
235,4,BA.2.12.1,3.402592060462823e-22,flongle,flongle_31584,1.7608514256624152e-21,10h
236,4,BA.2.12.1,3.402592060462823e-22,flongle,flongle_31584,1.4724803832133766e-23,5h
237,5,BA.2.12.1,2.3685442004642215e-22,flongle,flongle_31584,9.473687789970793e-19,15h
238,5,BA.2.12.1,2.3685442004642215e-22,flongle,flongle_31584,4.4234624088389335e-18,10h
239,5,BA.2.12.1,2.3685442004642215e-22,flongle,flongle_31584,1.9561729345843649e-19,5h
240,6,BA.2.12.1,4.554362946091192e-18,flongle,flongle_31584,2.94483125361018e-18,15h
241,6,BA.2.12.1,4.554362946091192e-18,flongle,flongle_31584,2.3276100309719786e-19,10h
242,6,BA.2.12.1,4.554362946091192e-18,flongle,flongle_31584,1.1288971020414335e-16,5h
243,7,BA.2.12.1,1.420575687636273e-18,flongle,flongle_31584,6.770098592147038e-16,15h
244,7,BA.2.12.1,1.420575687636273e-18,flongle,flongle_31584,1.5777216210764538e-15,10h
245,7,BA.2.12.1,1.420575687636273e-18,flongle,flongle_31584,1.3013941705243796e-30,5h
246,8,BA.2.12.1,4.725483238345032e-26,flongle,flongle_31584,8.429079912851304e-24,15h
247,8,BA.2.12.1,4.725483238345032e-26,flongle,flongle_31584,1.43905259190069e-21,10h
248,8,BA.2.12.1,4.725483238345032e-26,flongle,flongle_31584,2.340365993303914e-16,5h
249,9,BA.2.12.1,2.6380635634281318e-15,flongle,flongle_31584,3.579186583455519e-15,15h
250,9,BA.2.12.1,2.6380635634281318e-15,flongle,flongle_31584,5.146775172863376e-18,10h
251,9,BA.2.12.1,2.6380635634281318e-15,flongle,flongle_31584,3.1601648681214293e-19,5h
252,1,BA.2.75,2.516979464300438e-16,flongle,flongle_31584,3.693021654023107e-15,15h
253,1,BA.2.75,2.516979464300438e-16,flongle,flongle_31584,4.7576809501600444e-27,10h
254,1,BA.2.75,2.516979464300438e-16,flongle,flongle_31584,1.5503291166711768e-17,5h
255,10,BA.2.75,7.911391365758402e-20,flongle,flongle_31584,2.008685740451321e-17,15h
256,10,BA.2.75,7.911391365758402e-20,flongle,flongle_31584,4.191851009123742e-28,10h
257,10,BA.2.75,7.911391365758402e-20,flongle,flongle_31584,1.4811847108466357e-19,5h
258,11,BA.2.75,4.8566169260687435e-18,flongle,flongle_31584,1.8833726362382188e-14,15h
259,11,BA.2.75,4.8566169260687435e-18,flongle,flongle_31584,1.7003611708664532e-18,10h
260,11,BA.2.75,4.8566169260687435e-18,flongle,flongle_31584,1.7029501723689372e-17,5h
261,12,BA.2.75,7.2409383857583075e-25,flongle,flongle_31584,3.0893174676140437e-26,15h
262,12,BA.2.75,7.2409383857583075e-25,flongle,flongle_31584,9.430845150209891e-20,10h
263,12,BA.2.75,7.2409383857583075e-25,flongle,flongle_31584,6.3177886889904446e-24,5h
264,2,BA.2.75,5.569082441332252e-24,flongle,flongle_31584,1.0474460754295605e-23,15h
265,2,BA.2.75,5.569082441332252e-24,flongle,flongle_31584,2.9517432793101886e-25,10h
266,2,BA.2.75,5.569082441332252e-24,flongle,flongle_31584,4.628482671655396e-18,5h
267,3,BA.2.75,2.5647722533868082e-21,flongle,flongle_31584,6.194176343605959e-22,15h
268,3,BA.2.75,2.5647722533868082e-21,flongle,flongle_31584,7.929330198915244e-22,10h
269,3,BA.2.75,2.5647722533868082e-21,flongle,flongle_31584,1.7220061273665433e-15,5h
270,4,BA.2.75,2.5097621615596445e-23,flongle,flongle_31584,4.5309892670878586e-24,15h
271,4,BA.2.75,2.5097621615596445e-23,flongle,flongle_31584,7.503031659328854e-23,10h
272,4,BA.2.75,2.5097621615596445e-23,flongle,flongle_31584,1.2864598816555428e-24,5h
273,5,BA.2.75,1.175137933787961e-21,flongle,flongle_31584,1.079037496598876e-19,15h
274,5,BA.2.75,1.175137933787961e-21,flongle,flongle_31584,9.935371960917517e-20,10h
275,5,BA.2.75,1.175137933787961e-21,flongle,flongle_31584,3.7765861481458746e-22,5h
276,6,BA.2.75,3.032477330852744e-17,flongle,flongle_31584,1.7694191808034942e-17,15h
277,6,BA.2.75,3.032477330852744e-17,flongle,flongle_31584,5.897578128566353e-18,10h
278,6,BA.2.75,3.032477330852744e-17,flongle,flongle_31584,1.1668403525458024e-17,5h
279,7,BA.2.75,1.2583484808496877e-21,flongle,flongle_31584,6.73437834289322e-18,15h
280,7,BA.2.75,1.2583484808496877e-21,flongle,flongle_31584,1.2747669813576322e-16,10h
281,7,BA.2.75,1.2583484808496877e-21,flongle,flongle_31584,2.2345457509808973e-30,5h
282,8,BA.2.75,3.8920494866286565e-31,flongle,flongle_31584,2.0189971257422365e-28,15h
283,8,BA.2.75,3.8920494866286565e-31,flongle,flongle_31584,7.530102046918217e-25,10h
284,8,BA.2.75,3.8920494866286565e-31,flongle,flongle_31584,2.519997571090462e-18,5h
285,9,BA.2.75,8.703972864652152e-15,flongle,flongle_31584,1.2963678141224803e-10,15h
286,9,BA.2.75,8.703972864652152e-15,flongle,flongle_31584,8.734417057790329e-16,10h
287,9,BA.2.75,8.703972864652152e-15,flongle,flongle_31584,1.2767580630668071e-20,5h
288,1,BA.2.75.2,1.3412029215667713e-17,flongle,flongle_31584,5.214282854007428e-16,15h
289,1,BA.2.75.2,1.3412029215667713e-17,flongle,flongle_31584,9.591383809444466e-34,10h
290,1,BA.2.75.2,1.3412029215667713e-17,flongle,flongle_31584,1.5678938049382262e-17,5h
291,10,BA.2.75.2,6.424350119653753e-20,flongle,flongle_31584,1.3088139520089864e-17,15h
292,10,BA.2.75.2,6.424350119653753e-20,flongle,flongle_31584,1.805453251991913e-28,10h
293,10,BA.2.75.2,6.424350119653753e-20,flongle,flongle_31584,1.6238419277537196e-20,5h
294,11,BA.2.75.2,2.0018393203231677e-18,flongle,flongle_31584,8.073036134889259e-15,15h
295,11,BA.2.75.2,2.0018393203231677e-18,flongle,flongle_31584,1.116742968083576e-18,10h
296,11,BA.2.75.2,2.0018393203231677e-18,flongle,flongle_31584,1.2704332180070172e-17,5h
297,12,BA.2.75.2,1.951329954663024e-25,flongle,flongle_31584,4.942434645435643e-27,15h
298,12,BA.2.75.2,1.951329954663024e-25,flongle,flongle_31584,4.576907743881761e-20,10h
299,12,BA.2.75.2,1.951329954663024e-25,flongle,flongle_31584,2.0040745682455608e-24,5h
300,2,BA.2.75.2,6.432910070052753e-24,flongle,flongle_31584,1.0953623614709284e-23,15h
301,2,BA.2.75.2,6.432910070052753e-24,flongle,flongle_31584,2.4649871891557514e-25,10h
302,2,BA.2.75.2,6.432910070052753e-24,flongle,flongle_31584,3.473756028745817e-18,5h
303,3,BA.2.75.2,9.182673517765781e-22,flongle,flongle_31584,2.127279103690784e-22,15h
